Gene	Entrez	ID_REF	SHAM_d01_rep1	SHAM_d01_rep2	SHAM_d01_rep3	SHAM_d01_rep4	SHAM_d01_rep5	SHAM_d01_rep6	SHAM_d01_rep7	PR80.6_d01_rep1	PR80.6_d01_rep2	PR80.6_d01_rep3	PR80.6_d01_rep4	PR80.6_d01_rep5	PR80.6_d01_rep6	PR80.6_d01_rep7	PR810_d01_rep1	PR810_d01_rep2	PR810_d01_rep3	PR810_d01_rep4	PR810_d01_rep5	PR810_d01_rep6	PR810_d01_rep7	PR8100_d01_rep1	PR8100_d01_rep2	PR8100_d01_rep3	PR8100_d01_rep4	PR8100_d01_rep5	PR8100_d01_rep6	PR8100_d01_rep7	TX91_d01_rep1	TX91_d01_rep2	TX91_d01_rep3	TX91_d01_rep4	TX91_d01_rep5	TX91_d01_rep6	TX91_d01_rep7	SHAM_d02_rep1	SHAM_d02_rep2	SHAM_d02_rep3	SHAM_d02_rep4	SHAM_d02_rep5	SHAM_d02_rep6	SHAM_d02_rep7	PR810_d02_rep1	PR810_d02_rep2	PR810_d02_rep3	PR810_d02_rep4	PR810_d02_rep5	PR810_d02_rep6	PR810_d02_rep7	PR8100_d02_rep1	PR8100_d02_rep2	PR8100_d02_rep3	PR8100_d02_rep4	PR8100_d02_rep5	PR8100_d02_rep6	PR8100_d02_rep7	TX91_d02_rep1	TX91_d02_rep2	TX91_d02_rep3	TX91_d02_rep4	TX91_d02_rep5	TX91_d02_rep6	TX91_d02_rep7	SHAM_d03_rep1	SHAM_d03_rep2	SHAM_d03_rep3	SHAM_d03_rep4	SHAM_d03_rep5	SHAM_d03_rep6	SHAM_d03_rep7	PR80.6_d03_rep1	PR80.6_d03_rep2	PR80.6_d03_rep3	PR80.6_d03_rep4	PR80.6_d03_rep5	PR80.6_d03_rep6	PR80.6_d03_rep7	PR810_d03_rep1	PR810_d03_rep2	PR810_d03_rep3	PR810_d03_rep4	PR810_d03_rep5	PR810_d03_rep6	PR810_d03_rep7	PR8100_d03_rep1	PR8100_d03_rep2	PR8100_d03_rep3	PR8100_d03_rep4	PR8100_d03_rep5	PR8100_d03_rep6	PR8100_d03_rep7	TX91_d03_rep1	TX91_d03_rep2	TX91_d03_rep3	TX91_d03_rep4	TX91_d03_rep5	TX91_d03_rep6	TX91_d03_rep7	PR80.2_d03_rep1	PR80.2_d03_rep2	PR80.2_d03_rep3	PR80.2_d03_rep4	PR80.2_d03_rep5	PR80.2_d03_rep6	PR80.2_d03_rep7	SHAM_d10_rep1	SHAM_d10_rep2	SHAM_d10_rep3	SHAM_d10_rep4	SHAM_d10_rep5	SHAM_d10_rep6	SHAM_d10_rep7	PR80.6_d10_rep1	PR80.6_d10_rep2	PR80.6_d10_rep3	PR80.6_d10_rep4	PR80.6_d10_rep5	PR80.6_d10_rep6	PR80.6_d10_rep7	PR80.2_d10_rep1	PR80.2_d10_rep2	PR80.2_d10_rep3	PR80.2_d10_rep4	PR80.2_d10_rep5	PR80.2_d10_rep6	PR80.2_d10_rep7	TX91_d10_rep1	TX91_d10_rep2	TX91_d10_rep3	TX91_d10_rep4	TX91_d10_rep5	TX91_d10_rep6	TX91_d10_rep7
LOC245147		ILMN_1212668	-5.59E-04	0.2623353	0.10250139	0.11935139	0.012093067	-0.06683302	-0.03852129	0.12231922	0.21465683	0.021335125	0.04678297	0.003526211	-0.04497099	-0.00407362	0.1134758	-0.048418045	0.0764904	-0.02431488	0.04724264	-0.015447617	-0.025527954	-0.037487507	0.06792736	0.051990986	0.120089054	0.056644917	0.06864071	-0.002149105	0.13395882	0.047319412	0.124714375	-0.055948257	0.11930418	0.006084442	0.06706619	-0.07386351	0.18030691	-0.043979168	-0.15115976	-0.19060469	0.032817364	-0.020600796	-0.061501026	0.09557104	-0.24816275	0.16920471	-0.02641964	-0.055797577	-0.061708927	-0.19141579	-0.011256695	-0.31943798	-0.004807949	0.24064732	-0.09084225	-0.07015085	-0.13788128	-0.030019283	-0.12829924	0.025336742	-0.13689089	0.06408501	-0.006160736	0.024151802	0.11770296	-0.07640886	-0.101760864	-0.014962673	0.13497496	-0.14578867	0.14033794	0.07464981	0.028612614	-0.21531868	0.17719412	0.33543873	0.02773428	-0.19362974	-0.05916071	-0.10655975	-0.10733509	0.042564392	0.26050138	-0.039785385	0.13619566	0.003582478	0.019151688	0.02389431	0.050937653	0.21918488	0.1249156	-0.016275883	-0.014368534	-0.043807507	-0.0718689	0.25173044	-0.031947136	-0.053905487	0.08612633	-0.10571861	0.17264795	0.017642021	-0.1014657	0.00369072	-0.058559895	0.06284046	-0.053783894	0.006318092	0.050641537	-0.016143799	-0.01751852	-0.008513451	-0.028923512	0.07525492	0.03962469	-0.010929108	0.013288975	-0.05406046	-0.087875366	0.023411274	-0.07619429	-0.016783237	0.085422516	0.025000572	-0.0564723	-0.059470177	0.001432419	0.006639957	0.025986195	5.59E-04	-0.029838085	0.024644375	-0.024338245
A630046I07Rik		ILMN_1212669	-0.20924044	0.1823821	0.106776714	0.18885756	0.23226738	-0.06900883	0.03832674	-0.08822441	0.088059425	0.10320473	0.16392183	-0.024610043	0.094017506	0.16724253	0.039195538	-0.02232027	0.25072718	0.13849306	0.175179	-0.081184864	0.005180359	-0.19612646	0.22387934	0.1752615	0.0762167	0.15222836	0.08201218	0.19719458	-0.1808958	0.18420076	0.254138	0.009988785	0.12643862	0.016048431	0.34071302	-0.4367442	-0.083528996	-0.37118387	-0.039542675	-0.2043252	-0.17219543	0.16188478	-0.55870485	-0.45182228	-0.23740387	-0.23924923	-0.27287436	-0.35061407	-0.095516205	-0.43486738	-0.30047703	-0.044098377	-0.33049154	-0.3336053	-0.4124093	4.12E-04	-0.14245176	-0.063844204	-0.02477026	0.03904915	-0.15124083	-0.017261028	0.09313393	-0.049762726	-0.1546135	-0.15152788	0.028902054	0.014232159	-0.09433508	0.0334363	0.14442492	-0.002016544	0.011683941	0.10669088	-0.020576477	0.53643847	-0.26274347	0.1625185	0.013562679	-0.048060417	0.015580177	0.051856995	0.19443655	-0.11934137	-0.04520178	0.05335188	-0.04861164	0.06425381	0.007940769	0.15163946	-0.37137747	0.036845207	0.099882126	-0.1577549	0.05385065	-0.029572487	0.100739956	-0.109903336	0.013821602	0.2500205	-0.11111975	0.08577156	0.00934124	-0.11174965	-0.07175112	-0.06452894	0.18601608	0.020057678	0.00934124	-0.19404125	-4.12E-04	-0.07801485	-0.11111975	0.031196117	-0.045262814	-0.04080963	-0.18070269	0.09512663	-0.08247757	0.12840843	0.11336231	-0.081439495	-0.24769592	0.005828857	-0.02477026	-0.10048437	0.043927193	0.003861427	-0.05434847	-0.09537935	0.011949062	0.09080267	-0.16795588
Map3k7ip3	66724	ILMN_1212670	0.07494974	-0.005377293	0.08828831	-0.087581635	0.015886307	0.16534281	-0.04781866	-0.19506359	-0.2525363	0.09667206	0.003106594	0.001460552	0.04856968	0.038980007	-0.031965256	0.042210102	2.39E-04	-0.09940958	0.06025362	-0.15511179	0.0363369	-0.02782011	0.2231245	-0.00272274	-0.042842865	0.017873764	0.05554533	0.060834885	-0.08584213	-0.13299751	-0.2001853	0.062170982	-0.006133556	-0.007702351	0.115540504	0.18548393	-0.16863823	0.14694071	-0.08413124	0.116107464	0.06860542	0.087694645	0.23055696	-0.01627922	-0.08060932	-0.18257332	-0.049902916	-0.1288147	-0.19547558	0.3649764	-0.27656984	0.29279852	-0.13452816	-0.1378541	-0.005253315	-0.032549858	0.06558466	-0.3725915	0.06671476	-0.17739487	-0.046658516	0.05858183	-0.17223692	0.005664825	-0.017588139	-0.003043175	0.08845377	0.16334343	-0.087751865	0.1882	0.09861803	-0.17177439	0.13723803	0.06464672	0.011660099	0.15067863	0.17191458	-0.028306961	-0.028927326	0.18686295	0.085792065	0.13556337	-0.004275322	-0.019713879	0.30016088	-0.11122131	0.10999155	-0.010765553	0.09114027	-0.31174803	0.2754879	-0.16219568	-0.1335578	0.013236523	0.21828699	-0.08045101	-0.3387189	-0.13812399	-0.039119244	-0.06404734	0.10926008	-0.068965435	4.95E-04	0.057095528	-0.03633356	-0.11244869	0.069485664	0.041721344	0.02099371	0.090789795	-0.027894497	0.007133007	-0.08855057	0.012052059	-0.076406956	0.0865407	0.04787779	0.005310535	-0.10006857	-0.006879807	-0.060131073	0.025418758	0.16234541	-0.05567074	-0.13586283	-0.14961195	-0.24381113	-0.053730488	-0.110263824	-0.041671753	-0.050598145	0.006215572	0.054743767
Elac2	68626	ILMN_1212672	0.47205353	0.2726102	0.121239185	-0.029524803	-0.11050224	0.054002285	-0.08564043	0.66840124	0.30938864	0.015975475	-0.19171143	-0.042791843	0.10809755	-0.10295105	0.4589491	0.30081606	-0.021341324	0.08315611	-6.43E-04	0.25466108	-0.1351304	0.27901316	0.22091675	-0.09811163	-0.015954494	0.023773193	0.15248919	-0.13489676	0.3085432	0.39136362	6.43E-04	-0.060358047	0.13181877	0.109621525	-0.029524803	-0.27864885	0.1595211	-0.005077362	0.3437853	-0.25776148	-0.13736916	-0.22597456	-0.25257158	0.34327555	-0.13265896	0.15049458	-0.08188009	-0.2758808	-0.052002907	-0.022872448	0.4305477	-0.11108971	0.25291395	-0.051887035	0.16858482	0.06401539	-0.12025213	0.15765142	0.10119581	0.14325953	-0.18877983	-0.19397593	-0.071433544	0.06697798	-0.051128387	-0.024475098	-0.17695951	0.084649086	0.11722565	-0.08858204	0.24827242	0.25105286	0.041103363	-0.03669548	-0.029930592	0.26977634	0.13784504	-0.07510185	0.0752759	-0.11223078	-0.053132057	0.20740509	0.71815825	0.43643427	0.23062277	0.41588974	0.3526764	0.1398592	0.10796976	0.3190894	0.39136362	0.081968784	0.08423185	0.002447605	-0.10549259	0.11132479	0.45493793	-0.123847485	0.15415287	-0.17672634	-0.04230261	0.009047508	-0.1773839	0.112782955	0.09976435	0.17607403	-0.16547155	-0.074044704	-0.05814171	0.13784504	0.03289175	0.16582489	-0.004680634	0.25354242	-0.036079884	-0.17336702	-0.22525358	-0.08985472	-0.05850458	0.1278553	-0.11211872	-0.023879051	-0.038222313	-0.23826933	-0.19074488	0.044674873	0.18197298	-0.22966433	-0.04110813	-0.124978065	-0.2712798	-0.15108538	0.007181644
LOC239370		ILMN_1212678	0.10006094	0.12783003	0.15484238	0.14917755	0.10607672	-0.051043034	-0.007295132	-9.69E-04	-0.010924339	0.22223616	0.06879616	0.01967287	0.07248211	0.06734705	-0.1188817	0.005990028	-0.14394855	0.06362343	0.031413555	0.020100117	0.043576717	0.06674528	0.34226418	0.09732628	0.020784855	-0.01988411	0.09299564	0.09299564	0.09211445	0.16895008	0.1398344	-0.039251328	0.028572083	0.017049313	-0.044001102	-0.13855457	0.0508914	-0.20483875	-0.06902361	-0.13236666	-0.20751	-0.096244335	-0.0447073	0.06439161	-0.24227	-0.19210863	0.016016006	0.008146763	-0.1951909	-0.18835688	0.13705921	-0.13846111	-0.2647276	-0.14505339	-0.063559055	-0.17943287	0.055764675	-0.28145933	0.046084404	-0.16569233	-0.2555666	-0.058671474	0.07248211	0.07701063	0.07267523	-0.041040897	0.058873177	-0.036919117	0.18258762	0.057420254	0.124929905	0.04710865	-0.035006046	0.09973669	0.1007123	0.023242474	-0.06315851	0.14028549	-0.008786678	0.015473366	-0.08015251	-0.02371645	-0.11506271	0.1374197	-0.030146599	-0.12373018	-0.08344746	-0.11453581	0.050388813	0.04443693	-0.03650999	0.022912502	-0.012047291	0.00833559	-0.07560444	0.15108585	0.2893238	-0.014334679	-0.06506634	-0.005422115	0.038048267	0.06741905	9.70E-04	0.04463482	0.059189796	-0.016526222	0.01337862	0.1447053	-0.07435846	0.025445938	-0.14756346	0.15801	-0.16060066	0.028090477	0.01813221	-0.12821436	0.008404255	-0.060184956	-0.0399518	-0.028646946	-0.006040096	-0.03134346	0.092045784	-0.022378445	-0.06669855	0.040047646	0.040213108	0.003231525	0.058615208	0.06481075	-0.04916954	-0.027518272	0.005648613
LOC100045940	100045940	ILMN_1212682	-0.27108574	0.17465067	0.10120392	-0.19333744	-0.12410164	-0.1607399	0.1322751	-0.24707413	0.05574131	-0.13618422	-0.15180588	0.01373291	-0.18085003	-0.14200592	-0.14001846	-0.028762817	-0.28509665	-0.06741142	-0.21468735	0.048130512	-0.15185976	0.13533401	-0.16701221	-0.13388252	0.027225494	-0.13190174	-0.20655155	-0.090639114	-0.16336393	-0.021987915	0.01472187	-0.15071678	-0.18701363	-0.14439678	-0.00704813	-0.07556915	-0.4097352	0.041684628	-0.07458353	-0.021705627	-0.08286905	0.018099785	-0.16099548	-0.01212883	0.13969612	0.17071915	0.1622715	0.13657951	0.42389154	0.06494331	0.73382425	-0.018558979	0.09266567	0.13027477	0.36146736	0.3249259	-0.08649349	-0.0760231	-0.1501751	0.1004467	-0.12581205	0.09277582	-0.09253931	-0.16221762	0.08169556	-0.11200857	-0.17100668	-0.23009825	0.27852297	0.10286331	-0.061064243	0.36308527	-0.087201595	-0.20415449	-0.22147799	0.26696825	0.037537098	0.22423983	0.081293106	0.09043598	0.070329666	0.19237757	0.99063873	0.43417692	0.66047335	0.43725252	0.26167107	0.3901291	0.12629795	0.5642743	0.45235634	-0.01185751	-0.100329876	-0.030277252	0.005754948	0.17870617	0.5411072	0.23730135	0.1730237	0.11022091	0.041233063	0.071858406	0.043782234	8.43E-04	-0.12241316	-0.07685375	0.08441162	-0.049607277	-0.20320225	-0.3530345	0.004897118	-0.024626732	-0.049724102	0.058845997	0.08921242	-0.12183428	-0.006651878	0.2845416	-0.19323826	0.06319857	-0.0831604	-0.028810978	0.018427849	0.08518028	-0.05454588	-0.05845976	-0.001832485	0.18157482	-0.16181421	-0.088560104	-0.010873795	-0.03462124	0.13921022
Fank1	66930	ILMN_1212683	0.025830269	0.24024773	-0.075369835	0.060812473	0.10002899	0.100774765	-0.03285122	0.29330873	0.1261406	0.107117176	-0.10016489	-0.012534142	-0.055339813	0.3124156	0.13353539	0.012494087	-0.155056	0.104991436	0.10229778	-0.076610565	0.034261227	-0.08292675	-0.12814474	-0.114151955	-0.31625462	-0.016119003	-0.35709715	-0.34632778	0.14595938	0.1421709	-7.47E-04	-0.17263508	-0.13881731	0.03666401	-0.22248936	0.22080421	0.09308767	0.121525764	0.08999729	0.14178658	0.08269024	0.17846489	-0.1117301	-0.39036465	-0.14128304	-0.3355956	-0.14607	-0.2709384	0.026536465	-0.694047	-0.52917194	-0.78080654	-0.42147875	-0.56506014	-0.533175	-0.36320877	-0.103452206	9.23E-04	0.13469267	-0.20494938	-0.3005824	-0.19664192	0.013563156	0.2697606	0.3386774	-0.01883316	0.040037155	0.34899235	0.8232331	0.24885035	0.5134196	0.26105833	-0.10836029	-0.08380842	0.5700612	0.5150037	0.46467686	-0.23602438	-0.46083307	-0.3907814	-0.59738255	-0.43394423	-0.3185506	-0.5113621	-0.38072062	-0.43221378	-0.6143465	-0.9136324	-0.39725733	-0.5329156	-0.42339993	0.15924263	0.080985546	-0.11019945	-0.12862635	0.18070841	0.08978367	0.38126564	0.21370316	-0.127985	-0.077121735	-0.044953346	-0.016119003	-0.075704575	0.031407356	0.46305418	0.31556416	0.3000841	0.08669138	0.3810296	0.11012983	7.47E-04	0.1115222	0.011240006	0.002595425	-0.053242207	-0.18235397	0.007780552	0.04611206	0.4907546	0.3343134	0.045378685	-0.18337154	-0.14080238	0.12532663	-0.15706778	0.5633321	0.18437767	0.3369236	0.22282791	0.3997798	0.4186039	0.41683435
LOC380688		ILMN_1212684	0.11403799	0.1385665	0.097509384	-0.05516243	-0.08315563	0.10713339	-0.013584614	0.07913685	0.04513502	-0.04395151	0.021228313	0.009476662	-0.058688164	-0.06588936	-0.038126945	-0.15219879	-0.21344137	-0.04095745	-0.027027607	-0.09743166	-0.13907099	-0.027189255	-0.18702412	-0.010707378	-0.08469725	-0.13971806	0.01591587	-0.004356861	-0.17836761	0.12149525	-0.093328	-0.054730892	-0.03445196	-0.040404797	0.039586067	0.019845963	-0.0578084	0.13652658	0.32675743	0.022984982	0.00173521	0.08225298	-0.009606361	0.19503212	-0.065338135	0.010675907	-0.027326584	0.20043516	0.1337676	0.13113546	0.052108765	0.038173676	0.13620615	0.09317255	-0.062151432	0.21503115	0.09204054	0.10417318	0.2982068	0.111480236	0.12552214	0.07060099	0.13576126	-0.12416792	-0.11645031	0.013793469	0.004929543	-0.01990509	0.16801596	0.017950535	0.004911423	-0.070355415	-0.10069656	-0.12796164	-0.00334692	0.123106	0.10399485	-0.005478859	0.12803364	-0.14234543	-0.027874947	0.09960461	-0.08497	0.1975379	0.19721937	-0.07696581	0.011142731	-0.16270447	0.083632946	0.13824654	-0.06908941	0.003103256	-0.001779079	-0.10352278	-0.13479424	0.03417778	0.002132893	0.1917901	-0.06307316	-0.0548501	-0.025877476	-0.005978584	-0.15689182	0.033744812	0.038458824	-0.04036379	0.019072056	-0.110672	-0.033289433	-0.124034405	-0.062404156	0.05205345	-0.036414146	-0.13575125	-0.010498524	-0.02909422	-0.044258595	-0.001276493	0.10904598	-0.058833122	0.01859188	-0.05833578	-0.14226055	0.057937145	0.003892422	0.09207392	-0.0271039	-0.11514044	0.010777473	-0.013357163	-0.0705533	-0.054954052	-0.09961605
Ptpn2	19255	ILMN_1212685	-0.36219215	0.030675888	0.2761736	-0.22715569	-0.10840607	-0.23755169	0.060256958	-0.3106985	-0.21596432	-0.19294834	-0.30216694	-0.15814686	-0.20315552	-0.26733398	-0.35118866	1.45E-04	-0.2420063	-0.30270958	-0.2846365	-0.15707588	-0.32562065	0.084404945	-0.057082176	-0.12687016	-0.21773624	0.15812206	-0.009392738	-0.23651314	-0.3661394	-0.39353466	-0.19294834	-0.40536118	-0.16075897	-0.15026951	-0.3894062	0.10283947	-0.03589058	0.07598019	-0.20419216	0.19968128	0.44309902	-0.17651367	0.32089996	0.3488226	0.5348482	0.3013544	0.83585167	0.6766691	0.45848274	0.7988739	0.70303535	0.8765888	0.16338825	0.7992325	0.960454	0.4534912	0.13091946	-0.00658989	0.20116234	-0.15707588	-0.06694317	0.25962543	-0.063682556	-0.15814686	-0.30163097	-0.41776276	-0.27148247	-0.13276291	-0.016501427	-0.37078476	0.20260811	0.07101631	-0.22791672	0.03406334	0.002568245	0.22510242	0.28141117	0.5821924	0.19498348	0.42528725	0.29234982	0.1964159	0.37822533	0.18720245	0.6489582	0.46443176	0.4217615	0.6588516	0.31680393	0.9379854	0.7050905	0.26233196	-0.016501427	-0.13938046	-1.45E-04	0.05996704	0.4806261	-0.11455631	0.13464832	-0.15001392	-0.19902992	-0.26259995	-0.30840397	4.39E-04	-0.018405914	-0.076517105	-0.24617767	-0.46589565	-0.39231396	-0.21260548	-0.040826797	-0.17150593	0.32214832	-0.29246807	-0.13859081	-0.031395912	-0.23860645	0.1818695	0.13636017	-0.007931709	-0.033399582	0.022654533	-0.15606499	-0.2420063	0.092121124	0.1315012	0.14024067	-0.15185165	-0.21209049	-0.16837788	-0.29861736	-0.09695053	-0.10013485
Atp8a1		ILMN_1212689	0.009974957	-0.124316216	-0.051892757	0.3814993	0.33879757	0.09244919	-0.27057648	-0.1051116	0.14299488	0.12310791	0.121891975	0.2105074	0.20048904	0.48694324	-0.35473776	0.04084301	-0.26452684	0.15323925	0.6478348	0.2491827	0.3674965	-0.15855789	0.14513016	-0.1647706	-0.04970455	0.10262489	0.2774706	0.25692177	0.1985712	0.447237	0.17536163	0.4669857	0.5054703	0.3405428	0.14251423	0.4417019	-0.12063885	0.5305071	0.24031639	0.3667431	0.32678223	-0.21176434	0.6770954	-0.43059015	0.32897854	-0.45344925	0.49687386	0.17794609	-0.38651848	-0.03332758	-0.77625275	0.031770706	-0.53085375	-0.0455575	-0.6952777	-0.54764557	0.89237404	-0.2953887	0.3380251	0.4196844	0.19758797	0.29237175	0.06056404	0.15323925	0.053473473	0.2811594	0.58959293	-0.13797617	0.03243065	-0.24730635	-0.37141848	-0.29717875	0.10780144	0.13478565	-0.45949745	-0.86711407	-0.3099122	-0.47291374	-0.52640533	-0.048450947	-0.16645145	-0.4903679	-0.7456846	-0.5247326	-0.8856931	-0.74769354	-0.35574818	-0.1583538	-0.8011155	-1.1645226	-1.0479388	-0.3346367	-0.27175808	-0.06242609	0.12289715	-0.4501791	-0.38668633	-0.5627117	-0.17777967	-0.2386508	-0.15919638	0.24099445	-0.022984982	0.06731224	0.15670681	-0.55645037	-0.30581713	0.18670177	0.3396101	-0.38198423	0.35447884	0.28677464	-0.72557116	-0.9154625	-0.61523247	-0.89138556	-0.65141296	-0.5658817	-0.5874777	-0.514174	-0.63534164	-0.32250357	-0.5981498	-0.55773354	-0.24181652	-0.59122705	-0.4157462	-0.274343	0.113292694	-0.16134691	-0.00742197	0.15076923	-0.14806795
A030014E15Rik	77917	ILMN_1212690	0.02896452	-0.082346916	0.012073517	-0.14348459	-0.07468605	-0.06465483	-0.04782343	-0.06459522	0.16733837	-0.18417406	-0.09553385	-0.09962702	-0.04980755	-0.115697384	0.13603449	-0.010372639	0.03696537	-0.011908054	-0.07233429	0.07755184	0.045905113	0.014283657	-0.020648003	0.22504854	0.062790394	0.05299425	-0.08371067	-0.006266117	0.004778862	0.22295237	0.028157711	-0.2180605	-0.12561321	0.014411926	0.050011635	-0.11679411	-0.007190704	-0.09866238	-0.07045984	0.0101614	-0.3325348	-0.08730888	0.052619457	0.08866739	-0.3325348	-0.06060171	0.100492	-0.012620926	-0.16557217	0.2557912	0.07390118	-0.26333618	-0.03848791	0.19960785	-0.003134251	-0.11555624	-0.020308018	-0.1914339	0.02835989	0.030108929	0.067492485	-0.045194626	-0.06383848	0.021774769	0.18023872	0.17648697	-0.07218933	-0.03465414	-0.17146683	0.024183273	-0.021133423	0.10457039	0.033568382	0.12769651	0.015526295	-0.12043619	-0.023644447	0.13629246	0.1653614	0.14319897	0.11390495	0.042608738	0.012716293	0.001008034	-0.021066666	-0.085455894	0.014673233	0.024552345	0.112195015	-0.11929464	0.18617582	0.10545063	-0.013288021	-0.014827251	-0.08204031	-0.14825916	-0.120896816	0.02107191	0.005736828	0.07889032	-0.07098007	-0.007585049	0.06724787	-0.001008511	0.028676033	-0.00391531	0.15363169	-0.009375095	0.03784609	0.053861618	-0.14663124	0.08142376	-0.023966312	-0.042685032	-0.05559826	0.0324049	-0.045677662	0.009686947	-0.14003277	0.02045679	0.06896591	-0.009589195	-0.10991001	0.043628693	0.10565519	-0.06647539	-0.11049175	0.12182617	0.010372162	-0.006558895	-0.05740595	-0.13240099	-0.051225185
Mapk13	26415	ILMN_1212692	0.044083595	-0.042634487	-0.007924557	-0.27208185	-0.001677036	0.044587135	0.046992302	0.06810284	-0.025709152	-0.08899593	-0.19939852	0.018742561	-0.08230591	-0.058124542	0.024728775	-0.009836674	0.094266415	0.04265213	-0.020783901	0.012122154	-0.07257271	0.1095562	0.056646824	0.031748295	0.01940155	-0.006000519	-0.00317812	-0.02389431	0.014332294	0.043996334	0.10720968	-0.17576122	0.0813365	0.19612694	-0.017343998	0.030685425	-0.004320622	-0.1662364	-0.06828117	0.18944645	-0.09575462	-0.069242	0.03734398	-0.19540739	-0.15415096	-0.19824123	-0.1613884	-0.04140711	-0.0854764	0.024931908	-0.17501259	-0.098398685	0.0525465	-0.02244711	-0.04432392	-0.13251972	-0.02244711	-0.052418232	0.02419424	0.04207611	0.15801	0.14956856	0.26693726	0.05710554	0.03161621	0.036379814	-0.07839203	0.01965189	-0.03571558	-0.07420063	0.1399889	0.001871109	-0.0790844	-0.053616047	0.2629962	-0.001832008	0.006864071	-0.15581799	-0.05578947	0.044175625	-0.06918287	-0.036175728	0.07540369	0.20499516	-0.012840271	0.04609728	0.04163313	-0.12169361	0.19453049	0.121747494	0.14051867	0.018945694	0.102926254	0.21387005	-0.11106348	0.057020187	0.024464607	-0.046097755	-0.15698051	-0.1787467	-0.032473087	0.026582241	-0.06667423	-0.13284588	0.052292824	0.08028698	-0.11738777	0.029603958	0.011678219	-0.095207214	-0.09902334	0.14293003	-0.14972734	-0.041976452	0.001676559	0.007969856	-0.045191765	-0.120884895	0.26670837	-0.003483295	-0.20510578	0.005661488	-0.03938198	-0.03205824	-0.05254364	-0.083874226	-0.04091358	-0.09523392	0.11238575	0.11460304	0.12786293	-0.015515804	0.18392277
Snx33	235406	ILMN_1212693	0.49678373	0.39666414	-0.09061289	-0.045452118	0.10999203	0.34468508	0.13826561	0.6925683	0.78076506	0.3019557	0.10460377	0.26034498	0.2953229	0.20784664	0.58006716	0.5095582	0.41983843	0	0.18341208	0.44864988	0.2094965	0.25685358	0.21915102	0.15206528	-0.093173504	-0.1069932	-0.04587841	0.118824005	0.32300138	0.36391592	0.14919233	0.12661839	0.15366459	0.4254756	0.1444645	-0.28370142	0.6920104	-0.10885239	0.1572957	-0.14134121	-0.28838205	-0.01907587	-0.697351	-0.07745409	-0.5166855	-0.032079697	-0.32871485	-0.65044165	-0.32893133	-0.61502934	-0.046999454	-0.33655548	0.046947956	-0.39943933	-0.36970043	0.07899666	-0.50863266	0.18502426	-0.42725325	-0.044270515	-0.30564642	-0.22534895	0.14919233	0.26722383	0.33263826	0.31996107	-8.01E-04	0.3775983	0.3409829	0.40031958	0.09092569	0.22670794	0.07770586	-0.043255806	0.3621869	0.23577547	0.17976475	-0.22030354	-0.12191343	-0.14812994	-0.28512764	0.16576815	-0.25945044	-0.29232264	-0.43172598	-0.36364698	-0.4414339	-0.50000286	0.041973114	-0.29324865	-0.4603119	0.02218914	0.214921	0.07647848	-0.15771008	0.23216867	0.23488092	-0.016784668	0.2636199	0.02218914	0.25065088	0.029544353	0.05892849	0.15296412	0.12621117	0.46244097	0.067112446	0.28274775	-0.17784357	0.26857042	0.015208244	0.097913265	0.10202837	0.04764986	-0.07164669	-0.278131	-0.12402916	-0.32984543	-0.39002657	0.23197842	-0.059747696	0	-0.10292196	0.05973625	-0.25003004	-0.036859035	0.21940279	0.06865406	0.079413414	-0.19764805	0.057476044	-0.19185543	0.17549944
Gpr84	80910	ILMN_1212695	0.11564636	0.030430317	0.45208645	-0.14350891	-0.14728498	0.059741974	0.16067457	0.22488832	-0.09309435	-0.1245451	-0.13182402	-0.09992981	-0.19591904	-0.07673025	-0.16347313	-0.014365196	-0.11500692	-0.109196186	-0.025469303	-0.015713692	-0.13035774	0.023821354	0.004887581	-0.15712976	-0.04041195	-0.049984932	-0.053068638	-0.08941364	0.25172234	-7.20E-04	-0.061389446	-0.19833517	-0.018309593	-0.017049313	-0.20814037	-0.15024233	-0.42582846	-0.11537552	-0.37153625	-0.19351244	-0.12525845	-0.29821634	0.15759945	0.45198917	0.12740135	0.13847828	0.26682663	0.7315397	0.1585927	0.4670558	0.61183643	0.50729895	0.19559526	0.38356352	0.3552003	0.42625475	0.06293869	-0.029115677	0.00578022	-0.1427474	-0.23123503	-0.1482749	0.016645908	-0.10322189	-0.25179338	-0.08765316	-0.17157364	0.10871363	-0.06631708	-0.11370802	0.1906786	0.1618886	-0.003304482	-0.114573956	0.14353657	-0.115398884	0.26777983	0.910449	0.5054121	0.53807735	0.64060974	0.5507126	0.5508256	0.27623987	0.6949949	0.917953	0.95168304	0.7504177	0.64985037	0.8150501	1.0386982	0.031969547	-0.057779312	0.07020903	-0.02887106	-0.11185789	0.10658836	0.23173189	-0.003401279	-0.1565404	0.008991718	0.034773827	-0.09166002	-0.14531946	-0.103684425	-0.016397476	-0.2883358	-0.06886625	-0.14245653	-0.12411785	-0.21303749	-0.02720356	0.090079784	0.39289665	0.75427103	0.21722078	0.2675395	0.14120007	0.16916752	-0.048713684	-0.18830347	0.27212286	0.14940882	0.0909853	7.20E-04	0.36053753	-0.14535904	-0.21780348	-0.009152412	-0.08061123	-0.15689993	-0.245862	0.030509472
